org,scraped_at,headline_1,headline_2,headline_3
https://www.lemonde.fr/en/,2024-11-15 05:38:04.872331,"Boxer Imane Khelif knows exactly who she is: 'A strong woman with special powers', https://www.lemonde.fr/en/m-le-mag/article/2024/11/15/boxer-imane-khelif-knows-exactly-who-she-is-a-strong-woman-with-special-powers_6732923_117.html","COP29: Negotiators face a wall of options, https://www.lemonde.fr/en/environment/article/2024/11/15/cop29-negotiators-face-a-wall-of-options_6732907_114.html","Trump nominates RFK Jr. as health secretary and North Dakota Gov. Doug Burgum to lead Department of the Interior, https://www.lemonde.fr/en/united-states/article/2024/11/14/trump-nominates-robert-f-kennedy-jr-as-health-secretary_6732892_133.html"
https://www.bbc.com,2024-11-15 05:38:04.235751,"Five takeaways from Trump’s first week as president-elect, https://www.bbc.com/news/articles/c8rlm5nzldyo","UN climate talks 'no longer fit for purpose', say key experts, https://www.bbc.com/news/articles/cx2lknel1xpo","Trump picks RFK Jr as health secretary and gives first speech since election night, https://www.bbc.com/news/live/c0lp93494g9t"
https://www.aljazeera.com,2024-11-15 05:38:03.455879,"Israel kills paramedics, rescuers in Lebanon attacks; dozens die in Gaza, https://www.aljazeera.com/news/liveblog/2024/11/15/live-israel-kills-paramedics-women-in-lebanon-strikes-dozens-die-in-gaza","‘We lost everything’: the Indonesians falling out of the middle class, https://www.aljazeera.com/economy/2024/11/15/indonesias-shrinking-middle-class-casts-shadow-on-economic-rise","India-Canada tensions spill onto students, education consultancies, https://www.aljazeera.com/economy/2024/11/15/india-canada-tensions-spill-onto-students-education-consultancies"
https://www.economist.com,2024-11-14 05:37:49.936600,"How to avoid global chaos in the next ten weeks, https://www.economist.com/leaders/2024/11/13/how-to-avoid-global-chaos-in-the-next-ten-weeks","The man picked as defence secretary wants to purge the Pentagon, https://www.economist.com/united-states/2024/11/13/the-man-picked-as-defence-secretary-wants-to-purge-the-pentagon","Republicans finally win the coveted trifecta, https://www.economist.com/united-states/2024/11/13/republicans-finally-win-the-coveted-trifecta"
https://www.lemonde.fr/en/,2024-11-14 05:37:48.962395,"Republicans win 218 US House seats, giving Donald Trump and the party control of government, https://www.lemonde.fr/en/united-states/article/2024/11/14/republicans-win-218-us-house-seats-giving-donald-trump-and-the-party-control-of-government_6732776_133.html","French government caught up by social unrest, https://www.lemonde.fr/en/france/article/2024/11/14/french-government-caught-up-by-social-unrest_6732774_7.html","Trump picks Matt Gaetz for attorney general, Marco Rubio for secretary of state, https://www.lemonde.fr/en/united-states/article/2024/11/13/trump-names-florida-sen-marco-rubio-secretary-of-state_6732744_133.html"
https://www.bbc.com,2024-11-14 05:37:48.286456,"Trump has full control of government - but he won't always get his way, https://www.bbc.com/news/articles/cn42dzejpjvo","One dead after attack on Brazil's Supreme Court, https://www.bbc.com/news/articles/c0j8el1q1gjo","Matt Gaetz quits House after he is picked by Trump for attorney general role, https://www.bbc.com/news/live/cnvjr42yq39t"
https://www.aljazeera.com,2024-11-14 05:37:47.518672,"Aid groups say Israel killed 20 workers in Gaza in the past month, https://www.aljazeera.com/news/liveblog/2024/11/14/live-israel-bombs-gaza-camps-6-israeli-soldiers-killed-in-south-lebanon","Republicans claim US House, achieving ‘trifecta’ of election victories, https://www.aljazeera.com/news/2024/11/14/republicans-claim-us-house-achieving-trifecta-of-election-victories","Israel’s forced displacement in Gaza amounts to war crime: HRW, https://www.aljazeera.com/news/2024/11/14/israels-forced-displacement-in-gaza-amounts-to-war-crime-hrw"
https://www.economist.com,2024-11-13 05:37:37.049952,"Why crypto mania is reaching new heights, https://www.economist.com/finance-and-economics/2024/11/12/why-crypto-mania-is-reaching-new-heights","What does America’s next treasury secretary believe?, https://www.economist.com/finance-and-economics/2024/11/12/what-does-americas-next-treasury-secretary-believe","Mega-polluter China believes it is a climate saviour, https://www.economist.com/china/2024/11/12/mega-polluter-china-believes-it-is-a-climate-saviour"
https://www.lemonde.fr/en/,2024-11-13 05:37:35.935270,"Elon Musk tapped by Donald Trump to head US 'government efficiency' department, https://www.lemonde.fr/en/international/article/2024/11/13/elon-musk-tapped-by-donald-trump-to-head-us-government-efficiency-department_6732621_4.html","COP29: British PM Keir Starmer wants to regain 'climate leadership', https://www.lemonde.fr/en/environment/article/2024/11/13/cop29-british-pm-keir-starmer-wants-to-regain-climate-leadership_6732641_114.html","COP29: 54 African countries, one united voice against climate change, https://www.lemonde.fr/en/le-monde-africa/article/2024/11/13/cop29-54-african-countries-one-united-voice-against-climate-change_6732626_124.html"
https://www.bbc.com,2024-11-13 05:37:35.221246,"What White House picks tell us about Trump 2.0, https://www.bbc.com/news/articles/cm2m1ey10rxo","Dozens killed in car rampage through Chinese stadium, https://www.bbc.com/news/articles/cwy1k2rx724o","Trump gives Elon Musk and Fox News host key jobs as he prepares for second term, https://www.bbc.com/news/live/cnvjr42yq39t"
https://www.aljazeera.com,2024-11-13 05:37:34.256997,"UN aid chief says Israel’s actions in Gaza ‘reminiscent of gravest crimes’, https://www.aljazeera.com/news/liveblog/2024/11/13/live-israeli-attacks-kill-dozens-us-finds-israel-is-not-impeding-gaza-aid","Trump signals hard line on China with hawkish cabinet picks, https://www.aljazeera.com/news/2024/11/13/trump-signals-hard-line-on-china-with-hawkish-cabinet-picks","Abu Ghraib torture survivors win US civil case, $42m damages, https://www.aljazeera.com/news/2024/11/12/abu-ghraib-torture-survivors-win-us-civil-case-42-million-dollars-damages"
https://www.economist.com,2024-11-12 05:37:03.921806,"Tesla is not the only winner under Donald Trump, https://www.economist.com/business/2024/11/11/tesla-is-not-the-only-winner-under-donald-trump","The rich country with the worst mobile-phone service, https://www.economist.com/britain/2024/11/11/the-rich-country-with-the-worst-mobile-phone-service","King coal is dirty, dangerous—and far from dead, https://www.economist.com/international/2024/11/11/king-coal-is-dirty-dangerous-and-far-from-dead"
https://www.lemonde.fr/en/,2024-11-12 05:37:02.927683,"Trump names former Rep. Lee Zeldin to lead EPA, adviser Stephen Miller to be deputy chief of policy, https://www.lemonde.fr/en/united-states/article/2024/11/12/trump-names-former-rep-lee-zeldin-to-lead-epa-adviser-stephen-miller-to-be-deputy-chief-of-policy_6732492_133.html","'In the US as in France, immigration has become a powerful vehicle for expressing social malaise and challenging elites', https://www.lemonde.fr/en/opinion/article/2024/11/12/in-the-us-as-in-france-immigration-has-become-a-powerful-vehicle-for-expressing-social-malaise-and-challenging-elites_6732507_23.html","Israeli minister reports some progress toward cease-fire but Hezbollah unaware, https://www.lemonde.fr/en/international/article/2024/11/11/israeli-minister-reports-some-progress-toward-cease-fire-but-hezbollah-unaware_6732472_4.html"
https://www.bbc.com,2024-11-12 05:37:02.205114,"'Man of his word': Jan 6 rioters expect Trump will keep pardon promise, https://www.bbc.com/news/articles/cj0jen70m88o","Saudi crown prince says Israel committing 'genocide' in Gaza, https://www.bbc.com/news/articles/cp8x5570514o","Trump administration takes shape with high-profile appointments under way, https://www.bbc.com/news/live/c2e7jdjdmplt"
https://www.aljazeera.com,2024-11-12 05:37:01.261212,"Israel rejects truce with Hezbollah, kills 10 Palestinians at a Gaza cafe, https://www.aljazeera.com/news/liveblog/2024/11/12/live-israeli-drone-attack-kills-10-in-gaza-cafe-as-tanks-enter-nuseirat","‘We will fight back’: Migrant advocates raise alarm over Trump appointments, https://www.aljazeera.com/news/2024/11/12/us-migrant-rights-advocates-raise-alarm-over-trump-appointments","US military says strikes in Syria targeted ‘Iranian backed groups’, https://www.aljazeera.com/news/2024/11/12/us-military-says-strikes-in-syria-targeted-iranian-backed-groups"
https://www.economist.com,2024-11-11 05:37:52.870795,"America’s strengthening dollar will rattle the rest of the world, https://www.economist.com/finance-and-economics/2024/11/10/americas-strengthening-dollar-will-rattle-the-rest-of-the-world","Kremlin-occupied Ukraine is now a totalitarian hell, https://www.economist.com/europe/2024/11/10/kremlin-occupied-ukraine-is-now-a-totalitarian-hell","The world’s most unlikely safe haven, https://www.economist.com/middle-east-and-africa/2024/11/10/the-worlds-most-unlikely-safe-haven"
https://www.lemonde.fr/en/,2024-11-11 05:37:51.804936,"COP29 opens in a more perilous context than ever for the climate, https://www.lemonde.fr/en/environment/article/2024/11/11/cop29-opens-in-a-more-perilous-context-than-ever-for-the-climate_6732395_114.html","Russia and Ukraine launch biggest drone attacks of conflict, https://www.lemonde.fr/en/international/article/2024/11/10/russia-and-ukraine-launch-biggest-drone-attacks-of-conflict_6732352_4.html","Trump demands Senate bypass votes to confirm appointees, https://www.lemonde.fr/en/united-states/article/2024/11/11/trump-demands-senate-bypass-votes-to-confirm-appointees_6732385_133.html"
https://www.bbc.com,2024-11-11 05:37:51.092853,"Power in the Palms: Inside the pilgrimage to Mar-a-Lago, https://www.bbc.com/news/articles/cpvzlj3k8m8o","Moscow targeted as Ukraine and Russia trade huge drone attacks, https://www.bbc.com/news/articles/cx28jd0114ro","Trump allies back Senate leader contender, while House control hangs in the balance, https://www.bbc.com/news/live/c2e7jdjdmplt"
https://www.aljazeera.com,2024-11-11 05:37:50.364586,"Anger, grief in Gaza’s Jabalia after single Israeli attack kills 36 people, https://www.aljazeera.com/news/liveblog/2024/11/11/live-israeli-attacks-kill-dozens-in-gaza-lebanon-syria","Trump pressures GOP Senate leadership hopefuls to fill cabinet quickly, https://www.aljazeera.com/news/2024/11/11/trump-pressures-gop-senate-leadership-hopefuls-to-fill-cabinet-quickly","Trump, Scholz discuss ‘return to peace in Europe’, https://www.aljazeera.com/news/2024/11/11/trump-scholz-discuss-return-to-peace-in-europe"
https://www.economist.com,2024-11-10 05:34:46.732564,"Welcome to Trump’s world, https://www.economist.com/leaders/2024/11/06/welcome-to-trumps-world","The return of Trumponomics excites markets but frightens the world, https://www.economist.com/finance-and-economics/2024/11/06/the-return-of-trumponomics-excites-markets-but-frightens-the-world","Why open-source AI models are good for the world, https://www.economist.com/leaders/2024/11/07/why-open-source-ai-models-are-good-for-the-world"
https://www.lemonde.fr/en/,2024-11-10 05:34:45.707759,"War in Ukraine: Western embarrassment at North Korean involvement, https://www.lemonde.fr/en/international/article/2024/11/10/war-in-ukraine-western-embarrassment-at-north-korean-involvement_6732271_4.html","Qatar suspends Gaza mediation until Israel and Hamas show 'seriousness,' says foreign ministry, https://www.lemonde.fr/en/international/article/2024/11/09/qatar-suspends-gaza-mediation-until-israel-and-hamas-show-seriousness-says-foreign-ministry_6732269_4.html","2024 US Election: Donald Trump wins Arizona in swing state sweep, https://www.lemonde.fr/en/united-states/article/2024/11/10/2024-us-election-donald-trump-wins-arizona_6732283_133.html"
https://www.bbc.com,2024-11-10 05:34:44.850058,"Qatar suspends role as mediator between Israel and Hamas, https://www.bbc.com/news/articles/c774d4p2mx6o","In Russia's shadow: The Baltics wait for Europe's strategic new railway, https://www.bbc.com/news/articles/cx2n4r9reejo","Trump projected to win Arizona, completing clean sweep of swing states , https://www.bbc.com/news/live/c2e7jdjdmplt"
https://www.aljazeera.com,2024-11-10 05:34:43.950920,"Israeli forces kill 44 in Gaza, 31 in Lebanon; Qatar suspends mediation, https://www.aljazeera.com/news/liveblog/2024/11/10/live-israeli-warships-kill-3-palestinians-released-from-detention-in-gaza","India bets on Modi-Trump warmth to navigate choppy future with US, https://www.aljazeera.com/news/2024/11/10/india-bets-on-modi-trump-warmth-to-navigate-choppy-future-with-us","In Lebanon, ‘misleading’ and sporadic Israeli evacuation orders instil fear, https://www.aljazeera.com/features/2024/11/10/in-lebanon-misleading-and-sporadic-israeli-evacuation-orders-instil-fear"
https://www.economist.com,2024-11-09 05:35:18.570112,"America’s allies brace for brinkmanship, deals—and betrayal, https://www.economist.com/international/2024/11/07/americas-allies-brace-for-brinkmanship-deals-and-betrayal","China’s stimulus falls short, https://www.economist.com/china/2024/11/08/chinas-stimulus-falls-short-as-a-showdown-with-trump-looms","Donald Trump is poised to smash Mexico with tariffs, https://www.economist.com/the-americas/2024/11/07/donald-trump-is-poised-to-smash-mexico-with-tariffs"
https://www.lemonde.fr/en/,2024-11-09 05:35:17.626992,"How can the left fight the far right? Two philosophers' ideas for countering nationalism, https://www.lemonde.fr/en/opinion/article/2024/11/09/how-can-the-left-fight-the-far-right-two-philosophers-ideas-for-countering-nationalism_6732196_23.html","Trump's victory clears way for Netanyahu to do whatever he likes, https://www.lemonde.fr/en/international/article/2024/11/08/trump-s-victory-clears-way-for-netanyahu-to-do-whatever-he-likes_6732162_4.html","US DOJ brings criminal charges against Iranian government asset in plan to kill Donald Trump, https://www.lemonde.fr/en/international/article/2024/11/08/criminal-charges-in-iranian-plan-to-kill-donald-trump_6732170_4.html"
https://www.bbc.com,2024-11-09 05:35:16.882741,"'They shouted Jewish, IDF': Israeli football fans describe attack in Amsterdam, https://www.bbc.com/news/articles/ckgv4mdr9y8o","Is this tiny Mauritian island a secret spy station?, https://www.bbc.com/news/articles/cvg47274y4no","Pelosi blames Biden for election loss as finger pointing intensifies, https://www.bbc.com/news/articles/cn7m24zg85eo"
https://www.aljazeera.com,2024-11-09 05:35:16.040001,"Israeli air strikes pound Beirut; famine feared in besieged northern Gaza, https://www.aljazeera.com/news/liveblog/2024/11/9/live-israeli-air-strikes-shake-beirut-famine-fears-in-besieged-north-gaza","The girl with sun-shaped earrings: A family remembers a murdered daughter, https://www.aljazeera.com/features/2024/11/9/the-girl-with-sun-shaped-earrings-a-family-remembers-a-murdered-daughter","South Korea’s military blames North Korea on GPS signal ‘jamming attack’, https://www.aljazeera.com/news/2024/11/9/south-koreas-military-blames-north-korea-on-gps-signal-jamming-attack"
https://www.economist.com,2024-11-05 05:37:13.376724,"What to watch for on election night, and beyond, https://www.economist.com/united-states/2024/10/31/what-to-watch-for-on-election-night-and-beyond","The risk of election violence in America is real, https://www.economist.com/united-states/2024/11/05/the-risk-of-election-violence-in-america-is-real","In some areas of military strength, China has surpassed America, https://www.economist.com/china/2024/11/04/in-some-areas-of-military-strength-china-has-surpassed-america"
https://www.lemonde.fr/en/,2024-11-05 05:37:12.242692,"US election: An electric campaign and a crucial choice for the country, https://www.lemonde.fr/en/international/article/2024/11/05/2024-us-election-an-electric-campaign-and-a-crucial-choice-for-the-country_6731601_4.html","Trump says 'if we win Pennsylvania – it's over,' as Harris tactically calls her rival 'the other guy' in final push, https://www.lemonde.fr/en/united-states/article/2024/11/05/if-we-win-pennsylvania-it-s-over-says-trump-as-harris-calls-her-rival-the-other-guy-urging-voters-to-make-a-difference_6731582_133.html","Lady Gaga, Christina Aguilera – Harris brings in celebrities galore on US election eve, but Donald Trump is unimpressed, https://www.lemonde.fr/en/united-states/article/2024/11/05/lady-gaga-christina-aguilera-kamala-harris-brings-in-celebrities-galore-on-us-election-eve-but-donald-trump-is-unimpressed_6731602_133.html"
https://www.bbc.com,2024-11-05 05:37:11.568677,"Elon Musk can keep giving $1m to voters, judge rules, https://www.bbc.com/news/articles/cx2d7y87z0jo","America braced as two stark visions collide on election day, https://www.bbc.com/news/articles/crlnjzzk919o","Elon Musk can keep giving $1m to voters, judge rules, https://www.bbc.com/news/live/cg57dg5zyzrt"
https://www.aljazeera.com,2024-11-05 05:37:10.791271,"Israel again bombs Gaza’s Kamal Adwan Hospital, wounding newborns, staff, https://www.aljazeera.com/news/liveblog/2024/11/5/live-israel-bombs-syria-attacks-gazas-kamal-adwan-hospital-again","Harris, Trump make last appeals to voters on eve of US election, https://www.aljazeera.com/news/liveblog/2024/11/4/us-election-live-latest-polls-show-trump-harris-in-final-stretch-deadlock","Boeing workers vote to end seven-week strike, https://www.aljazeera.com/economy/2024/11/5/boeing-workers-vote-to-end-7-week-strike"
https://www.economist.com,2024-11-04 05:38:13.600342,"Why half of America will vote for Donald Trump, https://www.economist.com/united-states/2024/11/03/why-half-of-america-will-vote-for-donald-trump","Investors are betting that Donald Trump will boost the dollar, https://www.economist.com/finance-and-economics/2024/11/03/investors-are-betting-that-donald-trump-will-boost-the-dollar","What the world thinks of Trump, Ukraine and Chinese supremacy, https://www.economist.com/international/2024/11/03/what-the-world-thinks-of-trump-ukraine-and-chinese-supremacy"
https://www.lemonde.fr/en/,2024-11-04 05:38:12.738290,"Donald Trump or Kamala Harris, a crucial choice for the climate, https://www.lemonde.fr/en/environment/article/2024/11/04/donald-trump-or-kamala-harris-a-crucial-choice-for-the-climate_6731478_114.html","Angry flood survivors throw mud and insults at Spain's King Felipe, https://www.lemonde.fr/en/climate/article/2024/11/03/angry-flood-survivors-throw-mud-and-insults-at-spain-s-king-felipe_6731426_96.html","US Election: Harris 'momentum' disproves Trump's 'landslide' prediction as the neck and neck rivals race to the finish line, https://www.lemonde.fr/en/united-states/article/2024/11/04/us-election-harris-momentum-disproves-trump-s-landslide-prediction-as-the-neck-and-neck-rivals-race-to-the-finish-line_6731471_133.html"
https://www.bbc.com,2024-11-04 05:38:12.103464,"What Harris's years as a prosecutor reveal about who she is now, https://www.bbc.com/news/articles/cly2d4evq5po","Dawson's Creek actor reveals cancer diagnosis , https://www.bbc.com/news/articles/c4gmrn0mxrno","Harris vows to end Gaza war, Trump says RFK Jr would have 'big role' in administration, https://www.bbc.com/news/live/cg57dg5zyzrt"
https://www.aljazeera.com,2024-11-04 05:38:11.222337,"Israel attacks hospitals in Gaza and Lebanon, kills 2 more Lebanese medics, https://www.aljazeera.com/news/liveblog/2024/11/4/live-israeli-forces-attack-health-centres-in-gaza-and-lebanon","Trump or Harris? Arab Americans united in grief, divided on strategy, https://www.aljazeera.com/news/2024/11/4/us-election-arab-americans-united-in-grief-divided-on-strategy","China’s small manufacturers anguish over Trump’s tariff plans, https://www.aljazeera.com/economy/2024/11/4/chinas-small-manufacturers-anguish-over-trumps-tariff-plans"
https://www.economist.com,2024-11-03 05:36:08.975155,"A second Trump term comes with unacceptable risks, https://www.economist.com/leaders/2024/10/31/a-second-trump-term-comes-with-unacceptable-risks","How to avoid anarchy in Antarctica, https://www.economist.com/leaders/2024/10/31/how-to-avoid-anarchy-in-antarctica","1843 magazine | Why aren’t Harris and Trump listening to Pennsylvania’s steelworkers?, https://www.economist.com/1843/2024/11/01/why-arent-harris-and-trump-listening-to-pennsylvanias-steelworkers"
https://www.lemonde.fr/en/,2024-11-03 05:36:07.661606,"In the last weekend on the campaign trail, Harris and Trump focus on Sunbelt states, https://www.lemonde.fr/en/international/article/2024/11/02/in-the-last-weekend-on-the-campaign-trail-harris-and-trump-are-zeroing-in-on-sunbelt-states_6731379_4.html","Harris on 'Saturday Night Live' as the mirror image of Maya Rudolph three days before election, https://www.lemonde.fr/en/international/article/2024/11/03/live-from-new-york-harris-makes-surprise-snl-appearance-with-election-looming_6731395_4.html","War in Ukraine: In the Donbas region, the Russian army inches forward, https://www.lemonde.fr/en/international/article/2024/11/02/war-in-ukraine-in-the-donbas-region-the-russian-army-inches-forward_6731381_4.html"
https://www.bbc.com,2024-11-03 05:36:06.856249,"Crowdsourced voter fraud claims flood social media before US election, https://www.bbc.com/news/articles/czj7eex29r3o","Outpouring of unity in Spain as anger grows over slow response to floods, https://www.bbc.com/news/articles/c3deke3ey58o","Harris appears in SNL sketch, while Trump says election will be 'liberation day', https://www.bbc.com/news/live/c74l39543q5t"
https://www.aljazeera.com,2024-11-03 05:36:05.873699,"Israeli forces killed over 50 children in 48 hours in 1 Gaza town, UN says, https://www.aljazeera.com/news/liveblog/2024/11/3/live-israel-attacks-gaza-polio-centre-syria-lebanon-border-crossing","Gaza polio vaccination drive resumes as Israel continues attacks, https://www.aljazeera.com/news/2024/11/2/gaza-polio-vaccination-drive-resumes-as-israel-continues-attacks","Mariner abducted in northern Lebanon coastal raid, https://www.aljazeera.com/news/2024/11/2/mariner-abducted-in-northern-lebanon-coastal-raid"
https://www.economist.com,2024-11-02 05:36:45.433230,"How bad could a second Trump presidency get?, https://www.economist.com/briefing/2024/10/31/how-bad-could-a-second-trump-presidency-get","When politics is about hating the other side, democracy suffers, https://www.economist.com/interactive/essay/2024/10/31/when-politics-is-about-hating-the-other-side-democracy-suffers","What happens in the days after America’s election, https://www.economist.com/interactive/united-states/2024/11/01/what-happens-in-the-days-after-americas-election"
https://www.lemonde.fr/en/,2024-11-02 05:36:44.529422,"How Le Monde has covered race in the US, https://www.lemonde.fr/en/international/article/2024/11/02/how-le-monde-has-covered-race-in-the-us_6731298_4.html","Trump and Harris hold dueling rallies in battleground Wisconsin amid tense four-day countdown to US Election Day, https://www.lemonde.fr/en/united-states/article/2024/11/01/trump-and-harris-hold-dueling-rallies-in-battleground-wisconsin-amid-tense-four-day-countdown-to-us-election-day_6731280_133.html","Lebanon accuses Israel of rejecting truce after Beirut strikes, https://www.lemonde.fr/en/international/article/2024/11/02/lebanon-accuses-israel-of-rejecting-truce-after-beirut-strikes_6731303_4.html"
https://www.bbc.com,2024-11-02 05:36:43.789990,"Kim Jong Un was China's ally - until he became the 'comrade from hell', https://www.bbc.com/news/articles/c207gzprr33o","Swapped at birth: How a DNA test changed two women's lives, https://www.bbc.com/news/articles/cp3njqd9nl9o","Harris campaigns with Cardi B as Trump hosts duelling rally in Milwaukee, https://www.bbc.com/news/live/c74l39543q5t"
https://www.aljazeera.com,2024-11-02 05:36:42.919195,"‘Brutal massacres’: 50 children among 84 killed as Israel bombs Gaza homes, https://www.aljazeera.com/news/liveblog/2024/11/2/live-israel-massacres-84-in-gaza-air-strikes-kill-dozens-across-lebanon","As Trump, Harris woo Arab Americans, Michigan mayor readies to up pressure, https://www.aljazeera.com/news/2024/11/1/as-trump-harris-woo-arab-americans-michigan-mayor-readies-to-up-pressure","Duelling rallies in Milwaukee as Harris and Trump sprint to the end, https://www.aljazeera.com/news/2024/11/2/harris-and-trump-hold-last-friday-night-rallies-in-battleground-milwaukee"
https://www.economist.com,2024-11-01 05:37:44.274141,"ADHD should not be treated as a disorder, https://www.economist.com/leaders/2024/10/30/adhd-should-not-be-treated-as-a-disorder","Volkswagen’s woes illustrate Germany’s creeping deindustrialisation, https://www.economist.com/business/2024/10/31/volkswagens-woes-illustrate-germanys-creeping-deindustrialisation","Triple trouble awaits Mexico if Donald Trump wins, https://www.economist.com/the-americas/2024/10/30/triple-trouble-awaits-mexico-if-donald-trump-wins"
https://www.lemonde.fr/en/,2024-11-01 05:37:43.135873,"Ukrainians in Russian-occupied Donbas find ways to escape: 'It wasn't real life, I had to leave', https://www.lemonde.fr/en/international/article/2024/11/01/ukrainians-in-russian-occupied-donbas-find-ways-to-escape-it-wasn-t-real-life-i-had-to-leave_6731206_4.html","For Macron's visit to Morocco, some surprising guests were among plethoric delegation, https://www.lemonde.fr/en/france/article/2024/10/31/for-macron-s-visit-to-morocco-some-surprising-guests-were-among-plethoric-delegation_6731148_7.html","Harris turns her attention to women's rights after Trump's latest 'offensive' protector language, https://www.lemonde.fr/en/united-states/article/2024/11/01/harris-turns-her-attention-to-women-s-rights-after-trump-s-latest-offensive-protector-language_6731202_133.html"
https://www.bbc.com,2024-11-01 05:37:42.489654,"Different lives - Harris and Trump as you've never seen them before, https://www.bbc.com/news/articles/ce81g75lzplo","Hidden sugars in Asia’s baby food spark concerns, https://www.bbc.com/news/articles/cy0g82n9e4go","US election weighs on Ukraine's frontline soldiers, https://www.bbc.com/news/articles/cr5m6d6l7e2o"
https://www.aljazeera.com,2024-11-01 05:37:41.760206,"Israel bombs Beirut, UN says Israeli forces targeted Gaza’s health system, https://www.aljazeera.com/news/liveblog/2024/11/1/live-israeli-attacks-kill-95-in-gaza-6-medics-among-45-killed-in-lebanon","Jennifer Lopez joins Harris for Las Vegas rally as she and Trump hit Nevada, https://www.aljazeera.com/news/liveblog/2024/10/31/us-election-live-polls-show-close-race-as-trump-harris-rally-in-nevada","US election: Why is Kamala Harris losing Indian American voters?, https://www.aljazeera.com/news/2024/11/1/us-election-why-is-kamala-harris-losing-indian-american-voters"
