org,scraped_at,headline_1,headline_2,headline_3
https://www.lemonde.fr/en/,2024-05-25 05:32:27.505987,"Saint-Denis, cradle of rap and the French hip-hop movement, https://www.lemonde.fr/en/m-le-mag/article/2024/05/25/saint-denis-cradle-of-rap-and-the-french-hip-hop-movement_6672604_117.html","War in Ukraine: why Crimea remains Kyiv's priority, https://www.lemonde.fr/en/international/article/2024/05/25/war-in-ukraine-why-crimea-remains-kyiv-s-priority_6672599_4.html","'Under President Raisi, Iran's foreign and security policy became more aggressive.', https://www.lemonde.fr/en/opinion/article/2024/05/25/under-president-raisi-iran-s-foreign-and-security-policy-became-more-aggressive_6672595_23.html"
https://www.bbc.com,2024-05-25 05:32:26.601378,"'I just want what the white people have' - what happened to Cynthia's dream in South Africa, https://www.bbc.com/news/videos/c6pp7jynzxyo","Kenya police to arrive in Haiti in 'three weeks', https://www.bbc.com/news/articles/cd11kp3260xo","Race to rescue villagers trapped after landslide, https://www.bbc.com/news/articles/c877jnjn4m5o"
https://www.aljazeera.com,2024-05-25 05:32:25.800900,"‘End this nightmare’: Israel vows to continue Rafah war despite court order, https://www.aljazeera.com/news/liveblog/2024/5/25/israels-war-on-gaza-live-news-end-this-nightmare","Phase 6 voting under way as India nears end of mammoth Lok Sabha election, https://www.aljazeera.com/news/liveblog/2024/5/25/india-election-2024-live-news-58-seats-vote-in-phase-6-of-lok-sabha-polls","ICJ orders Israel to halt Rafah assault amid ‘immense risk’ to Palestinians, https://www.aljazeera.com/news/2024/5/24/icj-orders-israel-to-halt-its-offensive-on-rafah-gaza-in-new-ruling"
https://www.economist.com,2024-05-24 05:32:36.049107,"The war-crimes case against the leaders of Israel and Hamas is flawed, https://www.economist.com/leaders/2024/05/23/the-war-crimes-case-against-the-leaders-of-israel-and-hamas-is-flawed","Olaf Scholz on why Vladimir Putin’s brutal imperialism will fail, https://www.economist.com/by-invitation/2024/05/23/olaf-scholz-on-why-vladimir-putins-brutal-imperialism-will-fail","Could the Labour Party blow its big opportunity?, https://www.economist.com/britain/2024/05/23/could-the-labour-party-blow-its-big-opportunity"
https://www.lemonde.fr/en/,2024-05-24 05:32:35.017035,"In France, climate issues are absent from the EU election campaign, https://www.lemonde.fr/en/politics/article/2024/05/24/in-france-climate-issues-are-absent-from-the-eu-election-campaign_6672515_5.html","EU elections: French PM debates far right's Bardella in bid to close poll gap, https://www.lemonde.fr/en/politics/article/2024/05/23/eu-elections-french-pm-debates-far-right-s-bardella-in-bid-to-close-poll-gap_6672491_5.html","Several top Russian army officials arrested in recent crackdown, https://www.lemonde.fr/en/international/article/2024/05/23/several-top-russian-army-officials-arrested-in-recent-crackdown_6672496_4.html"
https://www.bbc.com,2024-05-24 05:32:34.324157,"Four dead and 16 injured in Majorca building collapse, https://www.bbc.com/news/articles/cldd222zn4po","Ohio lawmakers urged to add Biden to November ballot, https://www.bbc.com/news/articles/c1rrqj7ypzlo","‘If they see us they will bomb us’ - watch as BBC reaches a hidden war’s jungle front line, https://www.bbc.com/news/videos/cxeevn4pe1jo"
https://www.aljazeera.com,2024-05-24 05:32:33.683855,"‘Condemned to death’: Fear for patients as key Gaza hospital loses power, https://www.aljazeera.com/news/liveblog/2024/5/24/israels-war-on-gaza-live-news-at-least-60-palestinians-killed-in-attacks","The battle for Delhi: Will Modi’s BJP pass bellwether Indian election test?, https://www.aljazeera.com/news/2024/5/24/the-battle-for-delhi-will-modis-bjp-pass-its-bellwether-election-test","China says war games around Taiwan to test ability to ‘seize power’, https://www.aljazeera.com/news/2024/5/24/china-says-war-games-around-taiwan-to-test-ability-to-seize-power"
https://www.economist.com,2024-05-23 05:34:12.833996,"Le Pen’s hard right looks set to crush Macron’s centrists, https://www.economist.com/europe/2024/05/22/le-pens-hard-right-looks-set-to-crush-macrons-centrists","Can anyone save the world’s most important diamond company?, https://www.economist.com/business/2024/05/22/can-anyone-save-the-worlds-most-important-diamond-company","A president’s death gives Iran’s regime a choice, https://www.economist.com/leaders/2024/05/22/a-presidents-death-gives-irans-regime-a-choice"
https://www.lemonde.fr/en/,2024-05-23 05:34:11.821675,"When will China try to take over Taiwan?, https://www.lemonde.fr/en/asia-and-pacific/article/2024/05/23/when-will-china-try-to-take-over-taiwan_6672375_153.html","In riot-hit New Caledonia, Macron says priority is return to calm, https://www.lemonde.fr/en/france/article/2024/05/23/in-riot-hit-new-caledonia-macron-says-priority-is-return-to-calm-amid-unrest_6672356_7.html","Atalanta win Europa League beating Bayer Leverkusen 3-0, https://www.lemonde.fr/en/sports/article/2024/05/22/atalanta-win-europa-league-beating-bayer-leverkusen-3-0_6672342_9.html"
https://www.bbc.com,2024-05-23 05:34:10.594580,"UK election campaign kicks off after surprise poll announcement, https://www.bbc.com/news/live/uk-politics-69051548","The Mexican state where candidates are gunned down as they push for votes, https://www.bbc.com/news/articles/c299p249nx5o","China holds military drills around Taiwan as 'punishment', https://www.bbc.com/news/live/world-asia-69051793"
https://www.aljazeera.com,2024-05-23 05:34:09.867868,"Israeli army pushes deeper into Gaza civilian zones as condemnation grows, https://www.aljazeera.com/news/liveblog/2024/5/23/israels-war-on-gaza-live-news-full-scale-rafah-invasion-appears-imminent","‘Strong punishment’: China starts two days of military drills around Taiwan, https://www.aljazeera.com/news/2024/5/23/china-starts-military-drills-around-the-self-governed-island-of-taiwan","After Japan’s comeback, South Korea is hoping for its own stock market boom, https://www.aljazeera.com/economy/2024/5/23/after-japans-comeback-south-korea-is-hoping-for-its-own-stock-market-boom"
https://www.economist.com,2024-05-22 05:34:35.841816,"Can the rich world escape its baby crisis?, https://www.economist.com/finance-and-economics/2024/05/21/can-the-rich-world-escape-its-baby-crisis","The death of the president changes the power dynamics in Iran, https://www.economist.com/middle-east-and-africa/2024/05/21/the-death-of-the-president-changes-the-power-dynamics-in-iran","China’s version of levelling up is not going well, https://www.economist.com/china/2024/05/21/chinas-version-of-levelling-up-is-not-going-well"
https://www.lemonde.fr/en/,2024-05-22 05:34:34.896978,"Twelve days of hell on the front in Ukraine, https://www.lemonde.fr/en/international/article/2024/05/22/twelve-days-of-hell-on-the-front-in-ukraine_6672234_4.html","EU: Environmental NGOs struggle against lobbyists to defend electronic device sustainability, https://www.lemonde.fr/en/pixels/article/2024/05/22/eu-environmental-ngos-struggle-against-lobbyists-to-defend-electronic-device-sustainability_6672240_13.html","New Caledonia: Macron's ultimatum strategy, https://www.lemonde.fr/en/politics/article/2024/05/22/new-caledonia-emmanuel-macron-s-ultimatum-strategy_6672215_5.html"
https://www.bbc.com,2024-05-22 05:34:33.931681,"Singapore Airlines CEO apologises for 'traumatic experience', https://www.bbc.com/news/live/world-69044396?src_origin=BBCS_BBC","US signals support for possible ICC sanctions over Israel warrants, https://www.bbc.com/news/articles/cp66e6ppzd0o","Armies of young insurgents are changing the course of a forgotten war, https://www.bbc.com/news/articles/c0600jgey2po"
https://www.aljazeera.com,2024-05-22 05:34:33.217243,"Israel’s military repeatedly attacks besieged hospitals in northern Gaza, https://www.aljazeera.com/news/liveblog/2024/5/22/israels-war-on-gaza-live-famine-fears-rise-as-aid-failure-escalates","Gaza war: What does victory look like for the US and Israel?, https://www.aljazeera.com/news/2024/5/22/gaza-war-what-does-victory-look-like-for-the-us-and-israel","Russia starts ‘tactical nuclear drills’ near Ukraine border, https://www.aljazeera.com/news/2024/5/22/russia-starts-tactical-nuclear-drills-near-ukraine-border"
https://www.economist.com,2024-05-21 05:33:15.541217,"The ICC’s threat to arrest Binyamin Netanyahu has shocked Israel, https://www.economist.com/middle-east-and-africa/2024/05/20/the-iccs-threat-to-arrest-binyamin-netanyahu-has-shocked-israel","Iran’s new leaders stand at a nuclear precipice, https://www.economist.com/international/2024/05/20/irans-new-leaders-stand-at-a-nuclear-precipice","At long last, Europe’s economy is starting to grow, https://www.economist.com/finance-and-economics/2024/05/20/at-long-last-europes-economy-is-starting-to-grow"
https://www.lemonde.fr/en/,2024-05-21 05:33:14.555204,"How EU funds enable North African countries to push back Europe-bound migrants into the desert, https://www.lemonde.fr/en/le-monde-africa/article/2024/05/21/how-eu-funds-enable-north-african-countries-to-push-back-europe-bound-migrants-into-the-desert_6672115_124.html","ICC prosecutor seeks arrest warrants for Netanyahu and Hamas leaders, https://www.lemonde.fr/en/international/article/2024/05/20/icc-seeks-arrest-warrant-for-netanyahu-hamas-leaders-over-gaza-war-crimes_6672071_4.html","The death of Iran's president should not upset the balance of the 'axis of resistance', https://www.lemonde.fr/en/international/article/2024/05/21/the-death-of-iran-s-president-should-not-upset-the-balance-of-the-axis-of-resistance_6672117_4.html"
https://www.bbc.com,2024-05-21 05:33:13.699554,"What ICC arrest warrants mean for Israel and Hamas, https://www.bbc.com/news/articles/cw4490z75v3o","Netanyahu denounces bid to arrest him over Gaza war, https://www.bbc.com/news/articles/cmllykpwgdyo","Gazans ‘shackled and blindfolded’ at Israel hospital, https://www.bbc.com/news/articles/crgygdr7vezo"
https://www.aljazeera.com,2024-05-21 05:33:12.917544,"More than 900,000 displaced in Gaza in two weeks amid surge in fighting: UN, https://www.aljazeera.com/news/liveblog/2024/5/21/israels-war-on-gaza-live-40-of-gaza-population-displaced-in-two-weeks","Indian government agency spent millions to promote BJP election slogans, https://www.aljazeera.com/news/2024/5/21/indian-government-agency-spent-millions-to-promote-bjp-election-slogans","‘No equivalence’: Biden defends Israel after ICC requests arrest warrants, https://www.aljazeera.com/news/2024/5/21/no-equivalence-biden-defends-israel-after-icc-requests-arrest-warrants"
https://www.economist.com,2024-05-20 05:34:03.850830,"The death of Iran’s president will spark a high-stakes power struggle, https://www.economist.com/middle-east-and-africa/2024/05/19/the-death-of-irans-president-will-spark-a-high-stakes-power-struggle","Taiwan’s new president faces an upsurge in Chinese coercion, https://www.economist.com/international/2024/05/16/taiwans-new-president-faces-an-upsurge-in-chinese-coercion","Can Nvidia be dethroned? Meet the startups vying for its crown, https://www.economist.com/business/2024/05/19/can-nvidia-be-dethroned-meet-the-startups-vying-for-its-crown"
https://www.lemonde.fr/en/,2024-05-20 05:34:02.897221,"Iran President Ebrahim Raisi killed in helicopter crash, says state media, https://www.lemonde.fr/en/international/article/2024/05/19/iranian-presidential-helicopter-in-hard-landing-unknown-if-raisi-onboard_6671946_4.html","Lai Ching-te inaugurated as Taiwan's president as China pressure grows, https://www.lemonde.fr/en/international/article/2024/05/20/lai-ching-te-inaugurated-as-taiwan-s-president-as-china-pressure-grows_6671995_4.html","New Caledonia: The three years that built up to the current crisis, https://www.lemonde.fr/en/politics/article/2024/05/19/new-caledonia-the-three-years-that-built-up-to-the-current-crisis_6671965_5.html"
https://www.bbc.com,2024-05-20 05:34:01.807081,"Diddy apologises after video shows attack on ex-girlfriend, https://www.bbc.com/news/articles/cyrr61417ylo","Have Trump prosecutors made their case at hush-money trial?, https://www.bbc.com/news/world-us-canada-69030047","Taiwan's new president Lai calls on China to 'stop threatening' the island, https://www.bbc.com/news/live/world-asia-69036194?src_origin=BBCS_BBC"
https://www.aljazeera.com,2024-05-20 05:34:01.070538,"Iran’s President Raisi, FM Amirabdollahian die in helicopter crash, https://www.aljazeera.com/news/liveblog/2024/5/19/iran-helicopter-accident-live-president-fm-on-missing-aircraft","No drinking water as Israeli forces lay siege to Gaza’s al-Awda Hospital, https://www.aljazeera.com/news/liveblog/2024/5/20/israels-war-on-gaza-live-al-awda-hospital-runs-out-of-drinking-water","Ebrahim Raisi, Iran’s president, dies in helicopter crash aged 63, https://www.aljazeera.com/news/2024/5/20/ebrahim-raisi-irans-president-dies-in-helicopter-crash-aged-63"
https://www.economist.com,2024-05-19 05:32:32.934534,"Volodymyr Zelensky’s presidential term expires on May 20th, https://www.economist.com/leaders/2024/05/16/volodymyr-zelenskys-presidential-term-expires-on-may-20th","Why America is vulnerable to a despot, https://www.economist.com/briefing/2024/05/16/americas-democratic-system-is-not-as-robust-as-it-seems","Bayer wants legislative help to fight its cancer lawsuits, https://www.economist.com/united-states/2024/05/18/bayer-wants-legislative-help-to-fight-its-cancer-lawsuits"
https://www.lemonde.fr/en/,2024-05-19 05:32:32.060554,"#MeToo in the French military: Female soldiers speak out, https://www.lemonde.fr/en/france/article/2024/05/19/metoo-in-the-french-military-female-soldiers-speak-out_6671900_7.html","New Caledonia: French forces launch 'major operation' to regain road linking Noumea to main airport, https://www.lemonde.fr/en/france/article/2024/05/19/new-caledonia-french-forces-launch-major-operation-to-regain-road-linking-noumea-to-main-airport_6671911_7.html","Jean Pisani-Ferry: 'The danger is a growing divergence between the US and Europe on the China issue', https://www.lemonde.fr/en/opinion/article/2024/05/19/jean-pisani-ferry-the-danger-is-a-growing-divergence-between-the-us-and-europe-on-the-china-issue_6671904_23.html"
https://www.bbc.com,2024-05-19 05:32:31.240867,"Taiwan's steely leader rewrote the book on how to deal with China, https://www.bbc.com/news/articles/ceklk794102o","Usyk beats Fury to become undisputed champion, https://www.bbc.com/sport/boxing/articles/clwwl4pq092o","Israel war cabinet minister vows to quit if there is no post-war plan for Gaza, https://www.bbc.com/news/articles/cekkz82gnzgo"
https://www.aljazeera.com,2024-05-19 05:32:30.569437,"Israel kills dozens in Gaza as new cracks emerge in Netanyahu’s coalition, https://www.aljazeera.com/news/liveblog/2024/5/19/israels-war-on-gaza-live-dozens-of-civilians-killed-in-barbaric-attacks","Zelenskyy warns Russia’s Kharkiv offensive may only be ‘first wave’, https://www.aljazeera.com/news/2024/5/18/zelenskyy-warns-russias-kharkiv-offensive-may-only-be-first-wave","UN says 800,000 people have fled Rafah as Israel kills dozens in Gaza, https://www.aljazeera.com/news/2024/5/18/un-says-800000-people-have-fled-rafah-as-israel-kills-dozens-in-gaza"
https://www.economist.com,2024-05-18 05:32:21.114705,"Facebook turned off the news in Canada. What happened next?, https://www.economist.com/the-americas/2024/05/16/facebook-turned-off-the-news-in-canada-what-happened-next","Xi Jinping is subtler than Vladimir Putin—yet equally disruptive, https://www.economist.com/leaders/2024/05/16/xi-jinping-is-subtler-than-vladimir-putin-yet-equally-disruptive","It is dangerously easy to hack the world’s phones, https://www.economist.com/science-and-technology/2024/05/17/it-is-dangerously-easy-to-hack-the-worlds-phones"
https://www.lemonde.fr/en/,2024-05-18 05:32:20.105522,"BJP election campaign in India revolves around cult of Modi, https://www.lemonde.fr/en/international/article/2024/05/18/bjp-election-campaign-in-india-revolves-around-cult-of-modi_6671805_4.html","'Cannes has always been composed of two sides – one aesthetic and the other political', https://www.lemonde.fr/en/opinion/article/2024/05/18/cannes-has-always-been-composed-of-two-sides-one-aesthetic-and-the-other-political_6671796_23.html","Zelensky says Russian offensive on Kharkiv could be 'first wave' of attacks, https://www.lemonde.fr/en/international/article/2024/05/18/zelensky-says-russian-offensive-on-kharkiv-could-be-first-wave-of-attacks_6671798_4.html"
https://www.bbc.com,2024-05-18 05:32:19.308634,"More Northern Lights soon as Sun storms strengthen, https://www.bbc.com/news/articles/c163j8551ygo","I warmed up by stretching in a jail cell - Scheffler, https://www.bbc.com/sport/golf/articles/c1wxe94n1zlo","Israel's army says three hostages' bodies recovered, https://www.bbc.com/news/articles/c97z867r2ypo"
https://www.aljazeera.com,2024-05-18 05:32:18.606475,"Hamas says prepared for ‘long battle of attrition’ against Israel in Gaza, https://www.aljazeera.com/news/liveblog/2024/5/18/israels-war-on-gaza-live-battles-in-jabalia-and-rafah-as-israel-advances","India’s biggest election prize: Can the Gandhi family survive Modi?, https://www.aljazeera.com/news/2024/5/18/indias-biggest-election-prize-can-the-gandhi-family-survive-modi","‘Hell on Earth’ as violence escalates in Sudan’s el-Fasher, https://www.aljazeera.com/news/2024/5/17/hell-on-earth-as-violence-escalates-in-sudans-el-fasher"
https://www.economist.com,2024-05-17 05:36:23.627282,"The trillion-dollar AI arms race, https://www.economist.com/leaders/2024/05/16/big-techs-capex-splurge-may-be-irrationally-exuberant","Spies, trade and tech: China’s relationship with Britain, https://www.economist.com/britain/2024/05/16/spies-trade-and-tech-chinas-relationship-with-britain","Narendra Modi’s flagship growth scheme is off to a sluggish start, https://www.economist.com/finance-and-economics/2024/05/16/narendra-modis-flagship-growth-scheme-is-off-to-a-sluggish-start"
https://www.lemonde.fr/en/,2024-05-17 05:36:22.707946,"Protests against Gaza war take hold across European campuses, https://www.lemonde.fr/en/international/article/2024/05/17/protests-against-gaza-war-take-hold-across-european-campuses_6671727_4.html","French prisons' vulnerability in the face of drug trafficking, https://www.lemonde.fr/en/france/article/2024/05/16/french-prisons-vulnerability-in-the-face-of-drug-trafficking_6671684_7.html","Cannes 2024: Judith Godrèche's 'Moi Aussi' gives voice to sexual assault victims, https://www.lemonde.fr/en/culture/article/2024/05/17/cannes-2024-judith-godreche-s-film-moi-aussi-unveils-the-many-faces-of-sexual-violence-victims_6671713_30.html"
https://www.bbc.com,2024-05-17 05:36:21.955547,"IDF posting abuse footage despite pledge to act, https://www.bbc.com/news/world-middle-east-69020237","Trump lawyer accuses Cohen of lying in hush-money trial, https://www.bbc.com/news/world-us-canada-69024649","Ukraine's defence lines stretched as Russian troops advance, https://www.bbc.com/news/articles/cn037ry3r3zo"
https://www.aljazeera.com,2024-05-17 05:36:21.149911,"‘Gaza largely wiped off the map’: Israel reinforces Rafah ground invasion, https://www.aljazeera.com/news/liveblog/2024/5/17/israels-war-on-gaza-live-700000-palestinians-flee-military-onslaught","As India’s Modi brings Pakistan into election campaign, will ties worsen?, https://www.aljazeera.com/news/2024/5/17/as-indias-modi-drags-pakistan-into-election-campaign-will-ties-worsen","South Africa urges ICJ to order Israel to halt Rafah assault, https://www.aljazeera.com/news/2024/5/16/south-africa-asks-icj-to-order-gaza-ceasefire-halt-israels-rafah-assault"
https://www.economist.com,2024-05-16 05:32:35.918182,"The Xi-Putin partnership is not a marriage of convenience, https://www.economist.com/china/2024/05/14/the-xi-putin-partnership-is-not-a-marriage-of-convenience","America’s 100% tariffs on Chinese EVs: bad policy, worse leadership, https://www.economist.com/leaders/2024/05/15/americas-100-tariffs-on-chinese-evs-bad-policy-worse-leadership","A mano-a-mano contest between Michael Cohen and Donald Trump, https://www.economist.com/united-states/2024/05/15/a-mano-a-mano-contest-between-michael-cohen-and-donald-trump"
https://www.lemonde.fr/en/,2024-05-16 05:32:34.953406,"On New Caledonia's barricades, 'everyone is afraid', https://www.lemonde.fr/en/france/article/2024/05/16/on-new-caledonia-s-barricades-everyone-is-afraid_6671609_7.html","Slovakia's PM Fico expected to survive after being shot several times: 'An attack on democracy', https://www.lemonde.fr/en/europe/article/2024/05/15/slovakia-s-prime-minister-fico-wounded-in-shooting_6671566_143.html","French arrest warrant for Bashar al-Assad challenged before Paris appeal court, https://www.lemonde.fr/en/france/article/2024/05/16/french-arrest-warrant-for-bashar-al-assad-challenged-before-paris-appeal-court_6671616_7.html"
https://www.bbc.com,2024-05-16 05:32:33.790510,"How Robert Fico rose to dominate Slovak politics, https://www.bbc.com/news/articles/cqene5z41y0o","Putin meets Xi in China state visit as Ukraine sees war setbacks, https://www.bbc.com/news/live/world-asia-69001137?src_origin=BBCS_BBC","Slovak PM not in life-threatening condition - deputy PM, https://www.bbc.com/news/world-europe-69019121"
https://www.aljazeera.com,2024-05-16 05:32:33.073958,"Heavy fighting in northern Gaza as 600,000 flee war-torn Rafah in the south, https://www.aljazeera.com/news/liveblog/2024/5/16/israels-war-on-gaza-live-mass-displacement-as-israelis-intensify-assaults","‘Old friend’ Putin arrives in China for state visit, summit with Xi Jinping, https://www.aljazeera.com/news/2024/5/16/old-friend-putin-arrives-in-china-for-state-visit-summit-with-xi-jinping","Rafah, US arms, UNRWA: How Biden defends supporting Israel amid Gaza war, https://www.aljazeera.com/news/2024/5/15/rafah-us-arms-unrwa-how-biden-defends-supporting-israel-amid-gaza-war"
https://www.economist.com,2024-05-15 05:32:35.188327,"Vladimir Putin meets his big brother in Beijing, https://www.economist.com/china/2024/05/14/vladimir-putin-meets-his-big-brother-in-beijing","God™: an ageing product outperforms expectations, https://www.economist.com/culture/2024/05/14/god-an-ageing-product-outperforms-expectations","Biden surpasses Trump with ultra-high China tariffs, https://www.economist.com/finance-and-economics/2024/05/14/biden-outdoes-trump-with-ultra-high-china-tariffs"
https://www.lemonde.fr/en/,2024-05-15 05:32:34.174591,"How Le Monde has covered the Israeli-Palestinian conflict since 1945, https://www.lemonde.fr/en/about-us/article/2024/05/15/how-le-monde-has-covered-the-israeli-palestinian-conflict-since-1945_6671509_115.html","Fatal attack on a prison van: The story of Mohamed Amra, a dangerous prisoner who flew under the radar, https://www.lemonde.fr/en/france/article/2024/05/15/fatal-attack-on-a-prison-van-the-story-of-mohamed-amra-a-dangerous-prisoner-who-flew-under-the-radar_6671510_7.html","New Caledonia: The Assemblée Nationale approves constitutional reform after tense night on archipelago, https://www.lemonde.fr/en/politics/article/2024/05/15/new-caledonia-the-assemblee-nationale-approves-constitutional-reform-after-tense-night-on-archipelago_6671516_5.html"
https://www.bbc.com,2024-05-15 05:32:32.804035,"Who is escaped French prisoner Mohamed Amra?, https://www.bbc.com/news/world-69012563","Biden administration plans $1bn arms shipment to Israel, https://www.bbc.com/news/world-us-canada-69013279","Manhunt for escaped French prisoner enters second day, https://www.bbc.com/news/world-europe-69013194"
https://www.aljazeera.com,2024-05-15 05:32:31.965379,"New ‘catastrophe’ for Palestinians as Israel’s army forces 550,000 to flee, https://www.aljazeera.com/news/liveblog/2024/5/15/israels-war-on-gaza-live-new-nakba-as-hundreds-of-thousands-flee-attacks","Evacuation orders issued as wildfire grows near Canada’s Alberta oil patch, https://www.aljazeera.com/news/2024/5/14/evacuation-orders-issued-as-wildfire-grows-near-canadas-alberta-oil-patch","France backs controversial New Caledonia vote changes amid continued unrest, https://www.aljazeera.com/news/2024/5/15/france-backs-controversial-new-caledonia-vote-changes-amid-continued-unrest"
https://www.economist.com,2024-05-14 05:32:48.876757,"App stores are hugely lucrative—and under attack, https://www.economist.com/business/2024/05/13/app-stores-are-hugely-lucrative-and-under-attack","Is Britain levelling up?, https://www.economist.com/britain/2024/05/13/is-britain-levelling-up","Today’s AI models are impressive. Teams of them will be formidable, https://www.economist.com/science-and-technology/2024/05/13/todays-ai-models-are-impressive-teams-of-them-will-be-formidable"
https://www.lemonde.fr/en/,2024-05-14 05:32:47.999556,"#MeToo: 100 faces of the movement in France pose in historic photo, https://www.lemonde.fr/en/opinion/visuel/2024/05/14/metoo-100-faces-of-the-movement-in-france-pose-in-historic-photo_6671389_23.html","'Stop this from getting out': Cohen implicates Trump in hush money case, https://www.lemonde.fr/en/united-states/article/2024/05/13/make-sure-it-doesn-t-get-released-cohen-implicates-trump-in-hush-money-case_6671351_133.html","'Debt is the blind spot in the US presidential election', https://www.lemonde.fr/en/opinion/article/2024/05/13/debt-is-the-blind-spot-in-the-us-presidential-election_6671360_23.html"
https://www.bbc.com,2024-05-14 05:32:47.270101,"Working for Trump put Cohen 'on top of the world' - until he wasn't, https://www.bbc.com/news/world-us-canada-69006455","Australian who exposed war crimes allegations jailed, https://www.bbc.com/news/world-australia-69006714","Cohen draws many lines tying Trump to hush money, https://www.bbc.com/news/world-us-canada-69004872"
https://www.aljazeera.com,2024-05-14 05:32:46.445155,"Israeli strike kills 14; UN says stop ‘indiscriminate killing’ of children, https://www.aljazeera.com/news/liveblog/2024/5/14/israels-war-on-gaza-live-14-killed-in-israeli-attack-on-central-gaza-home","Australian war crimes whistleblower David McBride jailed for six years, https://www.aljazeera.com/news/2024/5/14/australian-war-crimes-whistleblower-david-mcbride-jailed-for-six-years","US’s Blinken arrives in Kyiv in ‘strong signal of reassurance’ for Ukraine, https://www.aljazeera.com/news/2024/5/14/uss-blinken-arrives-in-kyiv-in-strong-signal-of-reassurance-for-ukraine"
https://www.economist.com,2024-05-13 05:34:25.429993,"America is in the midst of an extraordinary startup boom, https://www.economist.com/finance-and-economics/2024/05/12/america-is-in-the-midst-of-an-extraordinary-startup-boom","Russia is ramping up sabotage across Europe, https://www.economist.com/europe/2024/05/12/russia-is-ramping-up-sabotage-across-europe","Who’s winning at the Trump trial?, https://www.economist.com/united-states/2024/05/12/whos-winning-at-the-trump-trial"
https://www.lemonde.fr/en/,2024-05-13 05:34:24.504012,"Azov Brigade is once again at heart of fighting in Donbas, https://www.lemonde.fr/en/international/article/2024/05/13/azov-brigade-is-once-again-at-heart-of-fighting-in-donbas_6671268_4.html","Putin replaces Sergui Shoigu as defense minister, https://www.lemonde.fr/en/international/article/2024/05/12/putin-removes-defense-minister-shoigu_6671227_4.html","Catalan separatists lose majority as Spain's pro-union Socialists win regional elections, https://www.lemonde.fr/en/international/article/2024/05/12/separatists-lose-majority-in-catalan-vote-partial-results-show_6671228_4.html"
https://www.bbc.com,2024-05-13 05:34:23.723256,"Spain Socialists win Catalan election, https://www.bbc.com/news/world-europe-69000823","Women's ice hockey finds winning formula in pro league, https://www.bbc.com/news/world-us-canada-68977756","Putin set to remove Russian defence minister Shoigu, https://www.bbc.com/news/world-europe-69000698"
https://www.aljazeera.com,2024-05-13 05:34:22.976594,"Israel sends troops back into north Gaza as 300,000 Palestinians flee Rafah, https://www.aljazeera.com/news/liveblog/2024/5/13/israels-war-on-gaza-live-israel-reinvades-north-gaza-as-people-flee-south","Russia’s Putin to remove Sergei Shoigu as defence minister, https://www.aljazeera.com/news/2024/5/12/russias-putin-to-remove-shoigu-as-defence-minister","Ukraine’s military chief admits ‘difficult situation’ in Kharkiv region, https://www.aljazeera.com/news/2024/5/12/ukraines-military-chief-admits-difficult-situation-in-kharkiv-region"
https://www.economist.com,2024-05-12 05:32:27.727839,"The world’s rules-based order is cracking, https://www.economist.com/international/2024/05/09/the-worlds-rules-based-order-is-cracking","The liberal international order is slowly coming apart, https://www.economist.com/leaders/2024/05/09/the-liberal-international-order-is-slowly-coming-apart","Will unions sweep the American South?, https://www.economist.com/united-states/2024/05/09/will-unions-sweep-the-american-south"
https://www.lemonde.fr/en/,2024-05-12 05:32:26.811416,"Lyon's daring gastronomy scene knows no boundaries, https://www.lemonde.fr/en/lifestyle/article/2024/05/12/lyon-s-daring-gastronomy-scene-knows-no-boundaries_6671150_37.html","Switzerland’s Nemo wins Eurovision after contest roiled by protests over Gaza war, https://www.lemonde.fr/en/culture/article/2024/05/11/war-in-gaza-looms-over-eurovision-song-contest-as-israel-competes-in-final_6671130_30.html","Israel strikes Gaza, orders more Rafah evacuations, https://www.lemonde.fr/en/international/article/2024/05/11/israel-strikes-gaza-orders-more-rafah-evacuations_6671133_4.html"
https://www.bbc.com,2024-05-12 05:32:25.924978,"The escaped dissident still pursued decades on by China, https://www.bbc.com/news/articles/crgy7xypwj8o","Israel orders more evacuations as Rafah fighting intensifies, https://www.bbc.com/news/articles/cer3mr09vzxo","Switzerland's Nemo wins Eurovision as UK comes 18th, https://www.bbc.com/news/articles/c03drw23zewo"
https://www.aljazeera.com,2024-05-12 05:32:25.301767,"Israeli forces ‘carpet bomb’ Jabalia amid fears of a major assault on Rafah, https://www.aljazeera.com/news/liveblog/2024/5/12/israels-war-on-gaza-live-major-rafah-attack-feared-after-evacuation-order","On 2nd anniversary of Abu Akleh killing, press advocates push for justice, https://www.aljazeera.com/news/2024/5/11/on-second-anniversary-of-abu-akleh-death-press-advocates-push-for-justice","Russia claims capture of villages in northeast Ukraine amid renewed assault, https://www.aljazeera.com/news/2024/5/11/russia-says-it-has-captured-five-villages-in-northeast-ukraine"
https://www.economist.com,2024-05-11 05:32:22.532695,"What companies can expect if Labour wins Britain’s election, https://www.economist.com/leaders/2024/05/09/what-companies-can-expect-if-labour-wins-britains-election","Ukraine will hold if it gets the arms it needs, says a top general, https://www.economist.com/europe/2024/05/10/ukraine-will-hold-if-it-gets-the-arms-it-needs-says-a-top-general","The world’s most violent region needs a new approach to crime, https://www.economist.com/the-americas/2024/05/09/the-worlds-most-violent-region-needs-a-new-approach-to-crime"
